X_Value,Temperature_0,Temperature_1,Temperature_2
73.9,215.390422,245.787396,194.037432
74,215.390422,245.787396,194.037432
74.1,214.944929,245.026106,193.947018
74.2,214.944929,245.026106,193.947018
74.3,214.944929,245.026106,193.947018
74.4,214.559028,244.288314,193.796247
74.5,214.559028,244.288314,193.796247
74.6,214.559028,244.288314,193.796247
74.7,213.995072,243.431774,193.603724
74.8,213.995072,243.431774,193.603724
74.9,213.995072,243.431774,193.603724
75,213.475718,242.679843,193.435771
75.1,213.475718,242.679843,193.435771
75.2,213.475718,242.679843,193.435771
75.3,213.047108,241.946735,193.275927
75.4,213.047108,241.946735,193.275927
75.5,213.047108,241.946735,193.275927
75.6,212.627483,241.21764,193.117752
75.7,212.627483,241.21764,193.117752
75.8,212.627483,241.21764,193.117752
75.9,212.225645,240.489502,192.969833
76,212.225645,240.489502,192.969833
76.1,212.225645,240.489502,192.969833
76.2,211.848736,239.758082,192.857938
76.3,211.848736,239.758082,192.857938
76.4,211.848736,239.758082,192.857938
76.5,211.38831,239.04906,192.689976
76.6,211.38831,239.04906,192.689976
76.7,211.38831,239.04906,192.689976
76.8,211.024878,238.36976,192.536803
76.9,211.024878,238.36976,192.536803
77,211.024878,238.36976,192.536803
77.1,210.643335,237.661514,192.423712
77.2,210.643335,237.661514,192.423712
77.3,210.643335,237.661514,192.423712
77.4,210.265323,236.965326,192.257414
77.5,210.265323,236.965326,192.257414
77.6,210.265323,236.965326,192.257414
77.7,209.895129,236.288991,192.101374
77.8,209.895129,236.288991,192.101374
77.9,209.895129,236.288991,192.101374
78,209.517763,235.627807,191.934833
78.1,209.517763,235.627807,191.934833
78.2,209.517763,235.627807,191.934833
78.3,209.038035,234.944268,191.772109
78.4,209.038035,234.944268,191.772109
78.5,209.038035,234.944268,191.772109
78.6,208.673445,234.246381,191.61153
78.7,208.673445,234.246381,191.61153
78.8,208.673445,234.246381,191.61153
78.9,208.273121,233.602843,191.477435
79,208.273121,233.602843,191.477435
79.1,208.273121,233.602843,191.477435
79.2,207.869429,232.925609,191.319477
79.3,207.869429,232.925609,191.319477
79.4,207.869429,232.925609,191.319477
79.5,207.451417,232.292371,191.187766
79.6,207.451417,232.292371,191.187766
79.7,207.451417,232.292371,191.187766
79.8,207.022415,231.628734,191.023125
79.9,207.022415,231.628734,191.023125
80,207.022415,231.628734,191.023125
80.1,206.654326,231.005817,190.837485
80.2,206.654326,231.005817,190.837485
80.3,206.654326,231.005817,190.837485
80.4,206.276685,230.343274,190.707917
80.5,206.276685,230.343274,190.707917
80.6,206.276685,230.343274,190.707917
80.7,205.912111,229.714616,190.553771
80.8,205.912111,229.714616,190.553771
80.9,205.912111,229.714616,190.553771
81,205.559417,229.083919,190.370989
81.1,205.559417,229.083919,190.370989
81.2,205.559417,229.083919,190.370989
81.3,205.161921,228.440773,190.20825
81.4,205.161921,228.440773,190.20825
81.5,205.161921,228.440773,190.20825
81.6,204.759393,227.82729,190.027852
81.7,204.759393,227.82729,190.027852
81.8,204.759393,227.82729,190.027852
81.9,204.361358,227.232366,189.860338
82,204.361358,227.232366,189.860338
82.1,204.361358,227.232366,189.860338
82.2,203.964961,226.622166,189.675403
82.3,203.964961,226.622166,189.675403
82.4,203.964961,226.622166,189.675403
82.5,203.572822,226.018225,189.471615
82.6,203.572822,226.018225,189.471615
82.7,203.572822,226.018225,189.471615
82.8,203.168027,225.410128,189.295267
82.9,203.168027,225.410128,189.295267
83,203.168027,225.410128,189.295267
83.1,202.809667,224.855909,189.091715
83.2,202.809667,224.855909,189.091715
83.3,202.809667,224.855909,189.091715
83.4,202.439846,224.261308,188.920377
83.5,202.439846,224.261308,188.920377
83.6,202.439846,224.261308,188.920377
83.7,202.074291,223.670139,188.703219
83.8,202.074291,223.670139,188.703219
83.9,202.074291,223.670139,188.703219
84,201.717293,223.081222,188.467686
84.1,201.717293,223.081222,188.467686
84.2,201.717293,223.081222,188.467686
84.3,201.195342,222.525376,188.221173
84.4,201.195342,222.525376,188.221173
84.5,201.195342,222.525376,188.221173
84.6,200.769406,221.926037,187.904499
84.7,200.769406,221.926037,187.904499
84.8,200.769406,221.926037,187.904499
84.9,200.317221,221.381124,187.665619
85,200.317221,221.381124,187.665619
85.1,200.317221,221.381124,187.665619
85.2,199.969181,220.816428,187.454183
85.3,199.969181,220.816428,187.454183
85.4,199.969181,220.816428,187.454183
85.5,199.613256,220.268235,187.245132
85.6,199.613256,220.268235,187.245132
85.7,199.613256,220.268235,187.245132
85.8,199.316677,219.727064,186.986442
85.9,199.316677,219.727064,186.986442
86,199.316677,219.727064,186.986442
86.1,198.83626,219.175121,186.718445
86.2,198.83626,219.175121,186.718445
86.3,198.83626,219.175121,186.718445
86.4,198.388716,218.646107,186.535882
86.5,198.388716,218.646107,186.535882
86.6,198.388716,218.646107,186.535882
86.7,198.078495,218.10585,186.285066
86.8,198.078495,218.10585,186.285066
86.9,198.078495,218.10585,186.285066
87,197.774223,217.598506,186.044751
87.1,197.774223,217.598506,186.044751
87.2,197.774223,217.598506,186.044751
87.3,197.423199,217.048578,185.830209
87.4,197.423199,217.048578,185.830209
87.5,197.423199,217.048578,185.830209
87.6,197.135118,216.526112,185.630463
87.7,197.135118,216.526112,185.630463
87.8,197.135118,216.526112,185.630463
87.9,196.82771,216.009028,185.41091
88,196.82771,216.009028,185.41091
88.1,196.82771,216.009028,185.41091
88.2,196.462336,215.473099,185.19088
88.3,196.462336,215.473099,185.19088
88.4,196.462336,215.473099,185.19088
88.5,196.127475,214.958235,184.987555
88.6,196.127475,214.958235,184.987555
88.7,196.127475,214.958235,184.987555
88.8,195.780438,214.42286,184.746287
88.9,195.780438,214.42286,184.746287
89,195.780438,214.42286,184.746287
89.1,195.406196,213.929949,184.534611
89.2,195.406196,213.929949,184.534611
89.3,195.406196,213.929949,184.534611
89.4,194.937478,213.442677,184.293821
89.5,194.937478,213.442677,184.293821
89.6,194.937478,213.442677,184.293821
89.7,194.638107,212.935371,184.082624
89.8,194.638107,212.935371,184.082624
89.9,194.638107,212.935371,184.082624
90,194.256189,212.429898,183.808905
90.1,194.256189,212.429898,183.808905
90.2,194.256189,212.429898,183.808905
90.3,193.686745,211.925072,183.515381
90.4,193.686745,211.925072,183.515381
90.5,193.686745,211.925072,183.515381
90.6,193.046178,211.460374,183.164348
90.7,193.046178,211.460374,183.164348
90.8,193.046178,211.460374,183.164348
90.9,192.704529,210.972073,182.907579
91,192.704529,210.972073,182.907579
91.1,192.704529,210.972073,182.907579
91.2,192.36311,210.478479,182.613824
91.3,192.36311,210.478479,182.613824
91.4,192.36311,210.478479,182.613824
91.5,192.019535,209.991963,182.336061
91.6,192.019535,209.991963,182.336061
91.7,192.019535,209.991963,182.336061
91.8,191.592203,209.534181,182.032053
91.9,191.592203,209.534181,182.032053
92,191.592203,209.534181,182.032053
92.1,191.296333,209.047554,181.782931
92.2,191.296333,209.047554,181.782931
92.3,191.296333,209.047554,181.782931
92.4,191.081346,208.571106,181.547891
92.5,191.081346,208.571106,181.547891
92.6,191.081346,208.571106,181.547891
92.7,190.767571,208.13269,181.346976
92.8,190.767571,208.13269,181.346976
92.9,190.767571,208.13269,181.346976
93,190.770434,207.698039,181.194978
93.1,190.770434,207.698039,181.194978
93.2,190.770434,207.698039,181.194978
93.3,190.646354,207.268108,181.136518
93.4,190.646354,207.268108,181.136518
93.5,190.646354,207.268108,181.136518
93.6,190.468107,206.846707,180.989056
93.7,190.468107,206.846707,180.989056
93.8,190.468107,206.846707,180.989056
93.9,190.1789,206.403124,180.901486
94,190.1789,206.403124,180.901486
94.1,190.1789,206.403124,180.901486
94.2,190.044078,205.959738,180.807236
94.3,190.044078,205.959738,180.807236
94.4,190.044078,205.959738,180.807236
94.5,189.943379,205.524646,180.72086
94.6,189.943379,205.524646,180.72086
94.7,189.943379,205.524646,180.72086
94.8,189.64629,205.090231,180.657391
94.9,189.64629,205.090231,180.657391
95,189.64629,205.090231,180.657391
95.1,189.402174,204.666259,180.575787
95.2,189.402174,204.666259,180.575787
95.3,189.402174,204.666259,180.575787
95.4,188.940899,204.215095,180.384189
95.5,188.940899,204.215095,180.384189
95.6,188.940899,204.215095,180.384189
95.7,188.204468,203.689085,180.152747
95.8,188.204468,203.689085,180.152747
95.9,188.204468,203.689085,180.152747
96,187.574697,203.213535,179.924172
96.1,187.574697,203.213535,179.924172
96.2,187.574697,203.213535,179.924172
96.3,187.311713,202.811812,179.676513
96.4,187.311713,202.811812,179.676513
96.5,187.311713,202.811812,179.676513
96.6,187.011977,202.396238,179.475383
96.7,187.011977,202.396238,179.475383
96.8,187.011977,202.396238,179.475383
96.9,186.774049,201.971103,179.191229
97,186.774049,201.971103,179.191229
97.1,186.774049,201.971103,179.191229
97.2,186.386968,201.516621,178.88561
97.3,186.386968,201.516621,178.88561
97.4,186.386968,201.516621,178.88561
97.5,186.040933,201.107154,178.575228
97.6,186.040933,201.107154,178.575228
97.7,186.040933,201.107154,178.575228
97.8,185.587984,200.702188,178.250301
97.9,185.587984,200.702188,178.250301
98,185.587984,200.702188,178.250301
98.1,185.287292,200.264301,177.955204
98.2,185.287292,200.264301,177.955204
98.3,185.287292,200.264301,177.955204
98.4,185.034329,199.868103,177.664885
98.5,185.034329,199.868103,177.664885
98.6,185.034329,199.868103,177.664885
98.7,184.799743,199.449949,177.473809
98.8,184.799743,199.449949,177.473809
98.9,184.799743,199.449949,177.473809
99,184.584726,199.06777,177.211174
99.1,184.584726,199.06777,177.211174
99.2,184.584726,199.06777,177.211174
99.3,184.359209,198.659344,176.993153
99.4,184.359209,198.659344,176.993153
99.5,184.359209,198.659344,176.993153
99.6,184.119852,198.289046,176.797796
99.7,184.119852,198.289046,176.797796
99.8,184.119852,198.289046,176.797796
99.9,183.868087,197.8646,176.554739
100,183.868087,197.8646,176.554739
100.1,183.868087,197.8646,176.554739
100.2,183.565733,197.507618,176.312881
100.3,183.565733,197.507618,176.312881
100.4,183.565733,197.507618,176.312881
100.5,183.261711,197.108885,176.033822
100.6,183.261711,197.108885,176.033822
100.7,183.261711,197.108885,176.033822
100.8,183.002554,196.698448,175.771706
100.9,183.002554,196.698448,175.771706
101,183.002554,196.698448,175.771706
101.1,182.71214,196.323051,175.559444
101.2,182.71214,196.323051,175.559444
101.3,182.71214,196.323051,175.559444
101.4,182.42841,195.929988,175.323099
101.5,182.42841,195.929988,175.323099
101.6,182.42841,195.929988,175.323099
101.7,182.138002,195.571017,175.087
101.8,182.138002,195.571017,175.087
101.9,182.138002,195.571017,175.087
102,181.881959,195.197005,174.864263
102.1,181.881959,195.197005,174.864263
102.2,181.881959,195.197005,174.864263
102.3,181.60683,194.812721,174.629847
102.4,181.60683,194.812721,174.629847
102.5,181.60683,194.812721,174.629847
102.6,181.317865,194.419359,174.411654
102.7,181.317865,194.419359,174.411654
102.8,181.317865,194.419359,174.411654
102.9,181.02103,194.076317,174.210159
103,181.02103,194.076317,174.210159
103.1,181.02103,194.076317,174.210159
103.2,180.73804,193.683644,173.962411
103.3,180.73804,193.683644,173.962411
103.4,180.73804,193.683644,173.962411
103.5,180.462689,193.289288,173.769035
103.6,180.462689,193.289288,173.769035
103.7,180.462689,193.289288,173.769035
103.8,180.210965,192.961721,173.532271
103.9,180.210965,192.961721,173.532271
104,180.210965,192.961721,173.532271
104.1,179.886951,192.616014,173.27954
104.2,179.886951,192.616014,173.27954
104.3,179.886951,192.616014,173.27954
104.4,179.574397,192.24453,173.028249
104.5,179.574397,192.24453,173.028249
104.6,179.574397,192.24453,173.028249
104.7,179.293581,191.896658,172.824649
104.8,179.293581,191.896658,172.824649
104.9,179.293581,191.896658,172.824649
105,179.025417,191.531836,172.599838
105.1,179.025417,191.531836,172.599838
105.2,179.025417,191.531836,172.599838
105.3,178.737217,191.190629,172.380518
105.4,178.737217,191.190629,172.380518
105.5,178.737217,191.190629,172.380518
105.6,178.479085,190.831042,172.180037
105.7,178.479085,190.831042,172.180037
105.8,178.479085,190.831042,172.180037
105.9,178.206406,190.485049,171.963353
106,178.206406,190.485049,171.963353
106.1,178.206406,190.485049,171.963353
106.2,177.94924,190.17031,171.742864
106.3,177.94924,190.17031,171.742864
106.4,177.94924,190.17031,171.742864
106.5,177.690171,189.77491,171.528341
106.6,177.690171,189.77491,171.528341
106.7,177.690171,189.77491,171.528341
106.8,177.464028,189.429616,171.300956
106.9,177.464028,189.429616,171.300956
107,177.464028,189.429616,171.300956
107.1,177.162274,189.090999,171.111952
107.2,177.162274,189.090999,171.111952
107.3,177.162274,189.090999,171.111952
107.4,176.886767,188.765742,170.87076
107.5,176.886767,188.765742,170.87076
107.6,176.886767,188.765742,170.87076
107.7,176.576444,188.41614,170.645069
107.8,176.576444,188.41614,170.645069
107.9,176.576444,188.41614,170.645069
108,176.289745,188.084672,170.429396
108.1,176.289745,188.084672,170.429396
108.2,176.289745,188.084672,170.429396
108.3,175.988268,187.740553,170.224694
108.4,175.988268,187.740553,170.224694
108.5,175.988268,187.740553,170.224694
108.6,175.776715,187.413375,170.00451
108.7,175.776715,187.413375,170.00451
108.8,175.776715,187.413375,170.00451
108.9,175.525578,187.086673,169.773851
109,175.525578,187.086673,169.773851
109.1,175.525578,187.086673,169.773851
109.2,175.24106,186.775243,169.532004
109.3,175.24106,186.775243,169.532004
109.4,175.24106,186.775243,169.532004
109.5,174.953929,186.406298,169.290883
109.6,174.953929,186.406298,169.290883
109.7,174.953929,186.406298,169.290883
109.8,174.671579,186.08723,169.088131
109.9,174.671579,186.08723,169.088131
110,174.671579,186.08723,169.088131
110.1,174.470553,185.752649,168.861802
110.2,174.470553,185.752649,168.861802
110.3,174.470553,185.752649,168.861802
110.4,174.165091,185.435252,168.647394
110.5,174.165091,185.435252,168.647394
110.6,174.165091,185.435252,168.647394
110.7,173.942382,185.133844,168.453244
110.8,173.942382,185.133844,168.453244
110.9,173.942382,185.133844,168.453244
111,173.68439,184.815255,168.208364
111.1,173.68439,184.815255,168.208364
111.2,173.68439,184.815255,168.208364
111.3,173.425455,184.50669,167.944204
111.4,173.425455,184.50669,167.944204
111.5,173.425455,184.50669,167.944204
111.6,173.181311,184.176649,167.742222
111.7,173.181311,184.176649,167.742222
111.8,173.181311,184.176649,167.742222
111.9,172.892833,183.891474,167.547871
112,172.892833,183.891474,167.547871
112.1,172.892833,183.891474,167.547871
112.2,172.621532,183.563108,167.339
112.3,172.621532,183.563108,167.339
112.4,172.621532,183.563108,167.339
112.5,172.373366,183.255984,167.117994
112.6,172.373366,183.255984,167.117994
112.7,172.373366,183.255984,167.117994
112.8,172.104233,182.940749,166.91724
112.9,172.104233,182.940749,166.91724
113,172.104233,182.940749,166.91724
113.1,171.869674,182.674914,166.729115
113.2,171.869674,182.674914,166.729115
113.3,171.869674,182.674914,166.729115
113.4,171.563618,182.346322,166.516473
113.5,171.563618,182.346322,166.516473
113.6,171.563618,182.346322,166.516473
113.7,171.331464,182.044461,166.307651
113.8,171.331464,182.044461,166.307651
113.9,171.331464,182.044461,166.307651
114,171.083113,181.735207,166.115267
114.1,171.083113,181.735207,166.115267
114.2,171.083113,181.735207,166.115267
114.3,170.807365,181.414265,165.92313
114.4,170.807365,181.414265,165.92313
114.5,170.807365,181.414265,165.92313
114.6,170.554271,181.119577,165.708861
114.7,170.554271,181.119577,165.708861
114.8,170.554271,181.119577,165.708861
114.9,170.292848,180.847322,165.519361
115,170.292848,180.847322,165.519361
115.1,170.292848,180.847322,165.519361
115.2,170.062415,180.57364,165.334393
115.3,170.062415,180.57364,165.334393
115.4,170.062415,180.57364,165.334393
115.5,169.809593,180.242222,165.145386
115.6,169.809593,180.242222,165.145386
115.7,169.809593,180.242222,165.145386
115.8,169.561788,179.952565,164.953294
115.9,169.561788,179.952565,164.953294
116,169.561788,179.952565,164.953294
116.1,169.328766,179.666254,164.759783
116.2,169.328766,179.666254,164.759783
116.3,169.328766,179.666254,164.759783
116.4,169.097423,179.373745,164.596032
116.5,169.097423,179.373745,164.596032
116.6,169.097423,179.373745,164.596032
116.7,168.847031,179.102478,164.39992
116.8,168.847031,179.102478,164.39992
116.9,168.847031,179.102478,164.39992
117,168.617854,178.817378,164.20596
117.1,168.617854,178.817378,164.20596
117.2,168.617854,178.817378,164.20596
117.3,168.422514,178.537773,164.017721
117.4,168.422514,178.537773,164.017721
117.5,168.422514,178.537773,164.017721
117.6,168.178827,178.241952,163.824494
117.7,168.178827,178.241952,163.824494
117.8,168.178827,178.241952,163.824494
117.9,167.9473,177.970233,163.629849
118,167.9473,177.970233,163.629849
118.1,167.9473,177.970233,163.629849
118.2,167.688156,177.656059,163.452107
118.3,167.688156,177.656059,163.452107
118.4,167.688156,177.656059,163.452107
118.5,167.458796,177.393181,163.259147
118.6,167.458796,177.393181,163.259147
118.7,167.458796,177.393181,163.259147
118.8,167.251359,177.11242,163.083802
118.9,167.251359,177.11242,163.083802
119,167.251359,177.11242,163.083802
119.1,167.045121,176.856236,162.891574
119.2,167.045121,176.856236,162.891574
119.3,167.045121,176.856236,162.891574
119.4,166.8227,176.602682,162.683418
119.5,166.8227,176.602682,162.683418
119.6,166.8227,176.602682,162.683418
119.7,166.623388,176.301432,162.481221
119.8,166.623388,176.301432,162.481221
119.9,166.623388,176.301432,162.481221
120,166.405512,176.056958,162.290215
120.1,166.405512,176.056958,162.290215
120.2,166.405512,176.056958,162.290215
120.3,166.160029,175.762643,162.081618
120.4,166.160029,175.762643,162.081618
120.5,166.160029,175.762643,162.081618
120.6,165.95789,175.521762,161.89634
120.7,165.95789,175.521762,161.89634
120.8,165.95789,175.521762,161.89634
120.9,165.716479,175.230328,161.6754
121,165.716479,175.230328,161.6754
121.1,165.716479,175.230328,161.6754
121.2,165.519837,174.990893,161.507028
121.3,165.519837,174.990893,161.507028
121.4,165.519837,174.990893,161.507028
121.5,165.296067,174.709972,161.333434
121.6,165.296067,174.709972,161.333434
121.7,165.296067,174.709972,161.333434
121.8,165.062788,174.448138,161.133929
121.9,165.062788,174.448138,161.133929
122,165.062788,174.448138,161.133929
122.1,164.844517,174.194898,160.947751
122.2,164.844517,174.194898,160.947751
122.3,164.844517,174.194898,160.947751
122.4,164.667672,173.929029,160.766101
122.5,164.667672,173.929029,160.766101
122.6,164.667672,173.929029,160.766101
122.7,164.42372,173.662693,160.569958
122.8,164.42372,173.662693,160.569958
122.9,164.42372,173.662693,160.569958
123,164.174071,173.415441,160.392132
123.1,164.174071,173.415441,160.392132
123.2,164.174071,173.415441,160.392132
123.3,163.854477,173.155324,160.189356
123.4,163.854477,173.155324,160.189356
123.5,163.854477,173.155324,160.189356
123.6,163.572267,172.876145,159.982313
123.7,163.572267,172.876145,159.982313
123.8,163.572267,172.876145,159.982313
123.9,163.307684,172.619386,159.793109
124,163.307684,172.619386,159.793109
124.1,163.307684,172.619386,159.793109
124.2,163.084516,172.395059,159.642657
124.3,163.084516,172.395059,159.642657
124.4,163.084516,172.395059,159.642657
124.5,162.877538,172.147617,159.422103
124.6,162.877538,172.147617,159.422103
124.7,162.877538,172.147617,159.422103
124.8,162.705066,171.906145,159.251944
124.9,162.705066,171.906145,159.251944
125,162.705066,171.906145,159.251944
125.1,162.494304,171.650857,159.048525
125.2,162.494304,171.650857,159.048525
125.3,162.494304,171.650857,159.048525
125.4,162.255249,171.398678,158.832526
125.5,162.255249,171.398678,158.832526
125.6,162.255249,171.398678,158.832526
125.7,162.091131,171.142459,158.646242
125.8,162.091131,171.142459,158.646242
125.9,162.091131,171.142459,158.646242
126,161.878265,170.895308,158.4412
126.1,161.878265,170.895308,158.4412
126.2,161.878265,170.895308,158.4412
126.3,161.668028,170.645307,158.227856
126.4,161.668028,170.645307,158.227856
126.5,161.668028,170.645307,158.227856
126.6,161.49823,170.412953,158.037332
126.7,161.49823,170.412953,158.037332
126.8,161.49823,170.412953,158.037332
126.9,161.288491,170.154396,157.836131
127,161.288491,170.154396,157.836131
127.1,161.288491,170.154396,157.836131
127.2,161.021698,169.923493,157.645631
127.3,161.021698,169.923493,157.645631
127.4,161.021698,169.923493,157.645631
127.5,160.851932,169.686166,157.460607
127.6,160.851932,169.686166,157.460607
127.7,160.851932,169.686166,157.460607
127.8,160.685741,169.418828,157.29673
127.9,160.685741,169.418828,157.29673
128,160.685741,169.418828,157.29673
128.1,160.463927,169.157938,157.114577
128.2,160.463927,169.157938,157.114577
128.3,160.463927,169.157938,157.114577
128.4,160.300846,168.914929,156.955469
128.5,160.300846,168.914929,156.955469
128.6,160.300846,168.914929,156.955469
128.7,160.085476,168.693372,156.749117
128.8,160.085476,168.693372,156.749117
128.9,160.085476,168.693372,156.749117
129,159.898643,168.438475,156.611635
129.1,159.898643,168.438475,156.611635
129.2,159.898643,168.438475,156.611635
129.3,159.720378,168.205268,156.416466
129.4,159.720378,168.205268,156.416466
129.5,159.720378,168.205268,156.416466
129.6,159.427569,168.00137,156.261195
129.7,159.427569,168.00137,156.261195
129.8,159.427569,168.00137,156.261195
129.9,159.260737,167.752226,156.058927
130,159.260737,167.752226,156.058927
130.1,159.260737,167.752226,156.058927
130.2,159.111498,167.527627,155.89513
130.3,159.111498,167.527627,155.89513
130.4,159.111498,167.527627,155.89513
130.5,158.920682,167.312327,155.680782
130.6,158.920682,167.312327,155.680782
130.7,158.920682,167.312327,155.680782
130.8,158.724651,167.073698,155.525314
130.9,158.724651,167.073698,155.525314
131,158.724651,167.073698,155.525314
131.1,158.522692,166.834845,155.333779
131.2,158.522692,166.834845,155.333779
131.3,158.522692,166.834845,155.333779
131.4,158.333576,166.598147,155.199688
131.5,158.333576,166.598147,155.199688
131.6,158.333576,166.598147,155.199688
131.7,158.13283,166.367891,155.010311
131.8,158.13283,166.367891,155.010311
131.9,158.13283,166.367891,155.010311
132,157.914282,166.155981,154.824981
132.1,157.914282,166.155981,154.824981
132.2,157.914282,166.155981,154.824981
132.3,157.734229,165.914321,154.678339
132.4,157.734229,165.914321,154.678339
132.5,157.734229,165.914321,154.678339
132.6,157.530197,165.702671,154.527434
132.7,157.530197,165.702671,154.527434
132.8,157.530197,165.702671,154.527434
132.9,157.34328,165.464846,154.343323
133,157.34328,165.464846,154.343323
133.1,157.34328,165.464846,154.343323
133.2,157.1388,165.2506,154.157326
133.3,157.1388,165.2506,154.157326
133.4,157.1388,165.2506,154.157326
133.5,156.915575,165.048268,153.977984
133.6,156.915575,165.048268,153.977984
133.7,156.915575,165.048268,153.977984
133.8,156.756478,164.814289,153.811463
133.9,156.756478,164.814289,153.811463
134,156.756478,164.814289,153.811463
134.1,156.588366,164.586274,153.631432
134.2,156.588366,164.586274,153.631432
134.3,156.588366,164.586274,153.631432
134.4,156.33788,164.348752,153.423428
134.5,156.33788,164.348752,153.423428
134.6,156.33788,164.348752,153.423428
134.7,156.142254,164.152653,153.254807
134.8,156.142254,164.152653,153.254807
134.9,156.142254,164.152653,153.254807
135,155.977502,163.911588,153.091177
135.1,155.977502,163.911588,153.091177
135.2,155.977502,163.911588,153.091177
135.3,155.768608,163.685529,152.905267
135.4,155.768608,163.685529,152.905267
135.5,155.768608,163.685529,152.905267
135.6,155.607676,163.491129,152.739999
135.7,155.607676,163.491129,152.739999
135.8,155.607676,163.491129,152.739999
135.9,155.422543,163.271995,152.581143
136,155.422543,163.271995,152.581143
136.1,155.422543,163.271995,152.581143
136.2,155.213216,163.064293,152.405938
136.3,155.213216,163.064293,152.405938
136.4,155.213216,163.064293,152.405938
136.5,155.055874,162.829007,152.271045
136.6,155.055874,162.829007,152.271045
136.7,155.055874,162.829007,152.271045
136.8,154.904949,162.621331,152.124308
136.9,154.904949,162.621331,152.124308
137,154.904949,162.621331,152.124308
137.1,154.752371,162.436264,151.98943
137.2,154.752371,162.436264,151.98943
137.3,154.752371,162.436264,151.98943
137.4,154.558516,162.206013,151.835123
137.5,154.558516,162.206013,151.835123
137.6,154.558516,162.206013,151.835123
137.7,154.372505,161.995756,151.667554
137.8,154.372505,161.995756,151.667554
137.9,154.372505,161.995756,151.667554
138,154.166104,161.791457,151.499759
138.1,154.166104,161.791457,151.499759
138.2,154.166104,161.791457,151.499759
138.3,153.990556,161.582652,151.343823
138.4,153.990556,161.582652,151.343823
138.5,153.990556,161.582652,151.343823
138.6,153.827355,161.376713,151.18221
138.7,153.827355,161.376713,151.18221
138.8,153.827355,161.376713,151.18221
138.9,153.652068,161.154854,150.988621
139,153.652068,161.154854,150.988621
139.1,153.652068,161.154854,150.988621
139.2,153.468253,160.981752,150.849302
139.3,153.468253,160.981752,150.849302
139.4,153.468253,160.981752,150.849302
139.5,153.2854,160.783695,150.666873
139.6,153.2854,160.783695,150.666873
139.7,153.2854,160.783695,150.666873
139.8,153.024779,160.562826,150.532311
139.9,153.024779,160.562826,150.532311
140,153.024779,160.562826,150.532311
140.1,152.854524,160.346489,150.357959
140.2,152.854524,160.346489,150.357959
140.3,152.854524,160.346489,150.357959
140.4,152.645395,160.141338,150.232415
140.5,152.645395,160.141338,150.232415
140.6,152.645395,160.141338,150.232415
140.7,152.47066,159.944519,150.071348
140.8,152.47066,159.944519,150.071348
140.9,152.47066,159.944519,150.071348
141,152.332208,159.723468,149.891346
141.1,152.332208,159.723468,149.891346
141.2,152.332208,159.723468,149.891346
141.3,152.148961,159.524298,149.73196
141.4,152.148961,159.524298,149.73196
141.5,152.148961,159.524298,149.73196
141.6,151.974734,159.333933,149.60479
141.7,151.974734,159.333933,149.60479
141.8,151.974734,159.333933,149.60479
141.9,151.790801,159.111973,149.444239
142,151.790801,159.111973,149.444239
142.1,151.790801,159.111973,149.444239
142.2,151.632714,158.924722,149.279911
142.3,151.632714,158.924722,149.279911
142.4,151.632714,158.924722,149.279911
142.5,151.463736,158.718473,149.12459
142.6,151.463736,158.718473,149.12459
142.7,151.463736,158.718473,149.12459
142.8,151.297613,158.535997,148.97875
142.9,151.297613,158.535997,148.97875
143,151.297613,158.535997,148.97875
143.1,151.11444,158.323597,148.798119
143.2,151.11444,158.323597,148.798119
143.3,151.11444,158.323597,148.798119
143.4,150.950236,158.144946,148.669816
143.5,150.950236,158.144946,148.669816
143.6,150.950236,158.144946,148.669816
143.7,150.753347,157.961553,148.52211
143.8,150.753347,157.961553,148.52211
143.9,150.753347,157.961553,148.52211
144,150.548894,157.741117,148.360212
144.1,150.548894,157.741117,148.360212
144.2,150.548894,157.741117,148.360212
144.3,150.379042,157.554186,148.195486
144.4,150.379042,157.554186,148.195486
144.5,150.379042,157.554186,148.195486
144.6,150.203043,157.358242,148.029114
144.7,150.203043,157.358242,148.029114
144.8,150.203043,157.358242,148.029114
144.9,150.057374,157.169435,147.856129
145,150.057374,157.169435,147.856129
145.1,150.057374,157.169435,147.856129
145.2,149.885188,156.969955,147.714627
145.3,149.885188,156.969955,147.714627
145.4,149.885188,156.969955,147.714627
145.5,149.731249,156.772387,147.570295
145.6,149.731249,156.772387,147.570295
145.7,149.731249,156.772387,147.570295
145.8,149.552219,156.62232,147.413905
145.9,149.552219,156.62232,147.413905
146,149.552219,156.62232,147.413905
146.1,149.389067,156.430237,147.266752
146.2,149.389067,156.430237,147.266752
146.3,149.389067,156.430237,147.266752
146.4,149.240606,156.22226,147.086728
146.5,149.240606,156.22226,147.086728
146.6,149.240606,156.22226,147.086728
146.7,149.056404,156.036138,146.965853
146.8,149.056404,156.036138,146.965853
146.9,149.056404,156.036138,146.965853
147,148.900862,155.854538,146.787508
147.1,148.900862,155.854538,146.787508
147.2,148.900862,155.854538,146.787508
147.3,148.741542,155.660844,146.660736
147.4,148.741542,155.660844,146.660736
147.5,148.741542,155.660844,146.660736
147.6,148.576315,155.474284,146.510321
147.7,148.576315,155.474284,146.510321
147.8,148.576315,155.474284,146.510321
147.9,148.397372,155.294144,146.387112
148,148.397372,155.294144,146.387112
148.1,148.397372,155.294144,146.387112
